index,first_name,last_name,agency,weekly_hours_worked,hourly_wage,allocated_wage,pharmacy,dental,vision,unspecified,weekly_spending,weeks_in_program
17075,Ricardo,Cunningham,EverGreen,10,4,38.4,108.69,414.37,109.75,729.04,33.22,41
17076,David,Kennedy,Elim,26,2,49.92,36.83,260.62,56.67,878.01,25.67,48
17077,Alexandria,Brock,EverGreen,38,4,145.92,49.02,408.24,469.69,269.24,28.48,42
17078,Minnie,Sanchez,HomeAssist,26,3,74.88,195.59,488.6,133.36,498.06,39.87,33
17079,Marilyn,Wentworth,EverGreen,17,2,32.64,180.16,469.9,138.95,748.82,90.46,17
17080,Marian,Larose,EverGreen,21,2,40.32,19.27,457.94,55.46,903.76,49.53,29
17081,Mary,Terrill,NU,39,4,149.76,30.15,977.24,211.93,361.68,65.88,24
17082,Mickey,Giles,NU,34,3,97.92,67.67,188.1,165.75,331.33,14.48,52
17083,Brigida,Kohan,NU,11,3,31.68,85.09,243.26,97.87,995.09,28.43,50
17084,Grace,Robinson,HomeAssist,35,1,33.6,40.45,155.77,91.14,807.44,24.88,44
17085,Stacy,Benner,OneStop,19,1,18.24,108.91,455.27,120.9,614.86,26.0,50
17086,Sandra,Yepez,NU,31,3,89.28,67.3,120.87,178.8,568.57,49.24,19
17087,Ruth,Alvarado,Elim,39,1,37.44,130.97,181.42,180.24,781.45,34.43,37
17088,John,Castro,HomeAssist,35,4,134.4,150.57,962.12,171.06,598.69,45.91,41
17089,Thelma,Brennan,Elim,21,3,60.48,115.54,349.86,106.63,957.27,117.64,13
17090,Richard,Dejong,K,22,2,42.24,83.77,93.24,114.61,281.27,38.19,15
17091,Domingo,Holland,OneStop,32,3,92.16,57.6,237.52,98.13,406.14,42.07,19
17092,Carol,Schneck,NU,14,4,53.76,93.38,369.77,134.55,324.68,22.5,41
17093,Joann,Hill,NU,23,3,66.24,94.66,281.85,51.52,622.34,27.64,38
17094,Janie,Orphey,EverGreen,40,4,153.6,134.74,770.85,133.59,165.43,43.02,28
17095,Sharon,Ayers,NU,19,4,72.96,131.92,167.55,120.31,789.33,40.3,30
17096,Melody,Johnson,OneStop,34,1,32.64,120.57,318.05,99.38,404.55,39.27,24
17097,Claude,Brown,Elim,11,2,21.12,163.83,420.02,95.55,472.27,31.13,37
17098,Ernesto,Bradley,Elim,13,1,12.48,19.95,175.24,110.79,775.27,90.1,12
17099,Salvador,Tripp,OneStop,31,3,89.28,52.19,119.32,135.37,736.57,22.2,47
17100,Beverly,Ascher,OneStop,34,2,65.28,32.9,298.89,190.49,434.35,28.14,34
17101,Jason,Papay,OneStop,21,2,40.32,132.77,277.64,169.83,852.75,89.56,16
17102,Shawnta,Douglas,NU,17,2,32.64,151.89,71.46,85.3,692.08,52.67,19
17103,Wanda,Nettles,Elim,37,3,106.56,164.81,708.41,106.48,358.81,35.22,38
17104,Martha,Baity,NU,18,2,34.56,108.87,366.67,114.3,807.7,73.55,19
17105,Marlon,Horn,Elim,11,1,10.56,18.83,268.46,123.83,981.02,77.34,18
17106,Cheryl,Foster,HomeAssist,25,4,96.0,100.86,106.06,195.64,322.72,17.27,42
17107,Launa,Plumer,Elim,28,2,53.76,123.95,437.23,128.43,933.02,36.06,45
17108,Jason,Brown,OneStop,30,3,86.4,168.77,192.11,140.55,871.16,105.58,13
17109,Paul,Collins,Elim,32,1,30.72,190.14,318.94,87.38,255.34,29.37,29
17110,David,Whitehouse,K,33,2,63.36,12.74,353.33,197.28,296.02,42.97,20
17111,Edith,Hopper,NU,11,2,21.12,127.62,368.1,188.05,399.78,25.8,42
17112,Maria,Pineda,NU,18,2,34.56,19.22,76.44,51.51,972.49,23.33,48
17113,Leigh,Anthony,OneStop,22,2,42.24,119.23,117.51,107.37,247.33,19.71,30
17114,Devin,Graham,OneStop,35,4,134.4,59.41,307.78,155.44,499.52,21.75,47
17115,Richard,Mcdonald,NU,17,2,32.64,28.54,415.97,189.81,632.73,63.35,20
17116,Cary,Cardiel,EverGreen,27,1,25.92,100.2,118.44,150.31,584.14,52.95,18
17117,Stephen,Tyler,EverGreen,25,1,24.0,195.69,313.39,94.19,752.13,31.52,43
17118,Arthur,Ison,OneStop,10,4,38.4,106.29,392.19,197.64,633.74,41.56,32
17119,Margaret,Ferguson,HomeAssist,26,1,24.96,66.68,341.28,54.88,990.47,69.21,21
17120,Destiny,Beaird,NU,32,4,122.88,131.19,200.8,462.32,379.2,43.46,27
17121,Ariel,Morales,OneStop,39,2,74.88,168.55,426.89,121.23,432.98,27.37,42
17122,Dolores,Porter,OneStop,14,3,40.32,81.38,337.8,135.89,485.78,22.63,46
17123,James,Epstein,NU,34,4,130.56,36.87,245.92,194.51,147.1,13.29,47
17124,Douglas,Shaffer,K,23,4,88.32,41.72,253.16,80.82,900.14,28.35,45
17125,Tammy,Mcnamara,K,18,3,51.84,114.48,495.68,188.88,818.49,49.02,33
17126,Lee,Copeland,NU,17,1,16.32,35.93,196.65,198.29,440.7,29.05,30
17127,Raphael,Phillips,EverGreen,31,2,59.52,185.04,291.03,167.88,500.53,95.37,12
17128,Bob,Mccoy,HomeAssist,29,3,83.52,122.44,316.81,159.02,283.77,21.0,42
17129,Melanie,Chaffin,Elim,24,1,23.04,93.45,476.76,114.34,873.19,129.81,12
17130,William,Jean,K,29,4,111.36,50.5,969.33,188.34,109.71,48.81,27
17131,Herminia,Willems,EverGreen,17,2,32.64,93.32,342.31,181.4,133.16,15.31,49
17132,Robert,Morales,Elim,28,1,26.88,16.03,169.56,167.34,511.63,34.58,25
17133,Emily,Steward,EverGreen,30,1,28.8,110.21,441.13,142.91,907.23,38.13,42
17134,Paul,Catalan,K,11,2,21.12,70.86,121.81,91.23,995.42,25.08,51
17135,Eric,Mrowka,K,31,1,29.76,108.47,391.21,160.81,757.44,78.77,18
17136,Thomas,Bradford,Elim,26,4,99.84,69.95,147.78,65.37,123.43,16.26,25
17137,Danny,Barnett,EverGreen,24,4,92.16,89.28,86.8,140.13,749.4,76.11,14
17138,Jean,Johnson,EverGreen,32,2,61.44,21.33,428.01,112.48,199.99,31.74,24
17139,Bill,Sipe,Elim,14,3,40.32,185.42,445.35,190.18,125.49,22.53,42
17140,Edith,Shay,EverGreen,11,3,31.68,20.01,432.48,121.96,583.62,60.95,19
17141,John,Craun,HomeAssist,20,4,76.8,125.71,484.73,104.53,356.8,53.59,20
17142,Gregory,Bolden,Elim,12,4,46.08,169.04,57.15,146.29,522.91,37.31,24
17143,Nancy,Jacquez,EverGreen,24,4,92.16,42.56,367.89,147.03,969.26,66.38,23
17144,Evelyn,Petersen,HomeAssist,32,3,92.16,137.11,396.04,125.39,199.34,16.5,52
17145,Erich,Johnson,EverGreen,22,2,42.24,168.42,143.94,144.83,112.01,43.78,13
17146,Donald,Gouveia,K,26,3,74.88,92.34,316.58,148.23,994.73,110.85,14
17147,Christopher,Sofranko,Elim,18,1,17.28,156.19,286.88,109.96,533.1,23.11,47
17148,Michael,Roche,EverGreen,34,2,65.28,36.53,63.38,135.06,307.2,17.49,31
17149,George,Boyd,NU,40,2,76.8,120.64,493.09,59.96,285.22,21.31,45
17150,Trevor,Rodriguez,EverGreen,38,4,145.92,111.28,210.0,178.22,389.78,63.52,14
17151,Tanya,Benoit,Elim,37,4,142.08,87.37,257.47,448.88,654.7,30.18,48
17152,Reynaldo,Malone,HomeAssist,12,1,11.52,144.91,421.59,154.56,566.0,25.24,51
17153,Richard,West,HomeAssist,19,1,18.24,165.06,320.99,160.46,666.45,101.0,13
17154,Dorothy,Fossey,K,29,4,111.36,16.42,579.17,244.52,318.58,39.95,29
17155,Carl,Brannan,NU,20,1,19.2,69.83,161.35,62.17,411.58,23.5,30
17156,Richard,Smith,EverGreen,15,4,57.6,29.73,67.32,61.63,459.17,41.19,15
17157,Barbara,Smith,HomeAssist,40,2,76.8,81.24,452.0,53.56,675.53,34.12,37
17158,Christopher,White,HomeAssist,21,4,80.64,32.91,217.33,73.62,274.43,11.97,50
17159,Frances,Carvin,NU,21,4,80.64,109.19,332.22,130.5,760.75,28.35,47
17160,Ruben,Mocher,OneStop,13,1,12.48,40.74,394.32,152.2,763.44,28.14,48
17161,Brad,Kath,HomeAssist,16,2,30.72,70.84,148.35,191.12,299.41,41.75,17
17162,Jeremy,Mckeithan,K,16,4,61.44,116.48,55.82,69.63,743.05,20.1,49
17163,Raymond,Laird,HomeAssist,13,3,37.44,91.35,276.34,101.32,346.55,35.46,23
17164,Ann,Cousins,EverGreen,32,2,61.44,59.77,352.8,172.37,524.84,39.64,28
17165,Selma,Griffin,K,17,2,32.64,136.26,310.41,62.53,791.83,59.14,22
17166,Katherine,Mullen,HomeAssist,31,2,59.52,90.51,433.93,117.46,305.76,59.23,16
17167,Thomas,Buchmann,Elim,35,3,100.8,73.39,176.44,207.01,872.25,31.64,42
17168,James,Letourneau,Elim,19,1,18.24,89.36,427.65,141.32,668.95,88.49,15
17169,James,Braddock,Elim,17,4,65.28,158.9,63.53,188.66,853.97,33.29,38
17170,Patricia,Everett,HomeAssist,14,3,40.32,79.32,454.88,182.85,798.04,30.3,50
17171,Carrie,Geiger,Elim,28,3,80.64,186.15,284.32,183.86,786.56,65.49,22
17172,Christy,Pinchback,K,14,3,40.32,35.5,430.58,136.28,855.62,97.2,15
17173,Jessica,Mckenna,EverGreen,37,1,35.52,31.46,378.74,70.91,188.77,25.76,26
17174,Fred,Sorenson,NU,38,2,72.96,37.0,169.21,166.94,860.89,28.05,44
17175,Kristopher,Crawford,K,15,2,28.8,163.34,499.35,136.45,776.26,75.02,21
17176,Rebecca,Pardee,OneStop,32,3,92.16,75.67,495.79,113.51,480.39,32.37,36
17177,James,Roberts,EverGreen,28,4,107.52,156.55,889.96,411.63,928.12,198.85,12
17178,Melissa,Weeks,EverGreen,30,4,115.2,148.85,557.56,268.37,964.43,80.8,24
17179,Virginia,Hyun,NU,28,3,80.64,118.13,437.25,69.28,869.41,71.15,21
17180,Annie,Taylor,Elim,26,3,74.88,53.08,319.44,142.55,356.76,21.8,40
17181,Kyle,Kelly,OneStop,31,4,119.04,198.24,265.66,194.44,933.07,48.22,33
17182,Gregory,Miller,EverGreen,37,1,35.52,42.86,76.95,81.06,799.92,25.66,39
17183,Frank,Barone,Elim,34,3,97.92,154.43,480.01,71.45,315.56,23.75,43
17184,Bryan,Hamel,K,21,2,40.32,188.33,273.37,191.27,828.69,41.16,36
17185,Bonnie,Bailey,HomeAssist,30,2,57.6,144.27,434.58,87.85,211.71,25.84,34
17186,Brian,Dowdy,OneStop,28,1,26.88,85.07,323.09,79.44,869.04,30.15,45
17187,James,Williams,NU,21,4,80.64,32.06,419.39,178.6,973.28,50.1,32
17188,John,Soloveichik,OneStop,17,4,65.28,80.55,214.67,54.38,244.62,11.88,50
17189,Kathleen,Silmon,EverGreen,38,4,145.92,198.19,942.48,105.23,584.49,130.74,14
17190,Corazon,Dickerson,Elim,19,4,72.96,19.79,203.15,120.25,112.25,25.3,18
17191,Henry,Mckibben,NU,16,2,30.72,17.82,271.25,71.16,484.32,49.68,17
17192,James,Hall,HomeAssist,30,1,28.8,140.25,60.2,100.41,517.62,25.58,32
17193,Cristi,Dion,NU,20,2,38.4,162.09,67.53,59.15,139.75,11.9,36
17194,Jose,Ahmed,EverGreen,15,2,28.8,195.99,266.71,93.66,859.81,94.41,15
17195,James,Gold,OneStop,38,3,109.44,27.58,785.86,172.77,499.42,33.76,44
17196,Carlos,Ford,K,22,1,21.12,63.31,321.97,161.85,527.38,26.21,41
17197,David,Clifford,OneStop,35,3,100.8,161.3,949.66,134.82,663.7,100.5,19
17198,Leslie,Whiteside,K,26,2,49.92,111.74,318.93,189.84,901.25,42.27,36
17199,Annette,Bearden,K,31,4,119.04,162.18,168.42,335.39,386.56,87.71,12
17200,Consuelo,Cavitt,Elim,27,4,103.68,135.06,149.44,340.81,157.01,43.46,18
17201,Marie,Brackeen,K,26,4,99.84,22.28,453.88,146.15,990.89,35.85,45
17202,Mary,Jones,EverGreen,28,2,53.76,154.13,393.27,191.99,992.51,144.33,12
17203,Ashley,Sachez,Elim,27,3,77.76,82.72,205.16,118.02,507.3,23.42,39
17204,Lionel,Collin,OneStop,16,1,15.36,101.43,427.12,85.12,409.29,37.89,27
17205,Robert,Wright,EverGreen,18,3,51.84,46.17,450.19,178.87,865.83,81.11,19
17206,Augusta,Burt,HomeAssist,12,4,46.08,48.96,300.81,85.94,738.8,39.15,30
17207,Debra,Williamson,K,10,1,9.6,10.07,234.37,58.88,460.71,17.36,44
17208,Scot,Hayes,EverGreen,23,1,22.08,172.61,295.42,88.47,145.16,25.99,27
17209,Norma,Oldham,HomeAssist,20,4,76.8,109.35,474.22,78.83,638.57,27.1,48
17210,Kirk,Wolfe,EverGreen,17,1,16.32,109.2,158.96,178.85,999.7,32.15,45
17211,Beth,Hill,NU,40,3,115.2,114.83,433.96,392.57,740.28,67.27,25
17212,Robert,Luckett,OneStop,28,3,80.64,115.16,302.48,106.05,914.58,119.86,12
17213,Curtis,Thompson,NU,15,2,28.8,194.97,80.82,179.16,277.39,18.31,40
17214,Stephanie,Marshall,HomeAssist,39,4,149.76,176.41,297.26,216.34,510.64,35.31,34
17215,Leonard,Hoagland,HomeAssist,39,1,37.44,139.04,77.42,134.6,407.51,16.49,46
17216,Sandra,Coleman,HomeAssist,11,3,31.68,99.87,234.86,73.16,315.66,27.83,26
17217,Robert,Jones,HomeAssist,38,1,36.48,118.34,400.49,51.87,961.22,43.77,35
17218,Mark,Smith,EverGreen,26,1,24.96,63.57,474.23,103.38,113.18,41.91,18
17219,Viola,Mui,HomeAssist,12,2,23.04,50.58,229.39,68.02,688.36,25.91,40
17220,Angela,Abels,K,40,4,153.6,145.56,621.97,396.7,754.6,147.6,13
17221,Daniel,Lemke,HomeAssist,34,2,65.28,150.67,456.21,121.5,477.3,38.89,31
17222,Jack,Hess,OneStop,31,4,119.04,191.61,280.02,134.8,734.92,25.8,52
17223,Javier,Estrada,OneStop,25,2,48.0,166.41,405.35,79.82,450.63,28.26,39
17224,Elia,Hilton,EverGreen,29,4,111.36,135.53,398.97,247.01,867.07,37.47,44
17225,Michael,Tousom,K,21,3,60.48,114.7,76.89,191.92,933.1,36.57,36
17226,Shirley,Smith,EverGreen,25,3,72.0,77.61,144.11,95.55,449.46,36.51,21
17227,Floyd,Wilson,K,38,2,72.96,92.38,232.05,126.61,372.44,26.56,31
17228,Brian,Lennon,HomeAssist,15,1,14.4,100.8,110.92,94.17,801.17,61.5,18
17229,James,Kuziel,K,26,1,24.96,114.73,156.48,111.62,402.58,25.34,31
17230,Lorie,Martinez,EverGreen,14,4,53.76,139.28,397.78,124.26,566.63,55.82,22
17231,Alexander,Green,Elim,23,2,44.16,143.72,63.43,93.23,902.64,92.54,13
17232,Elena,Martinez,NU,34,1,32.64,88.59,80.64,180.87,244.27,37.15,16
17233,Erma,Jensen,Elim,12,3,34.56,45.74,143.96,152.13,133.79,36.59,13
17234,Mary,Jennings,EverGreen,30,3,86.4,73.3,412.51,140.61,242.06,26.32,33
17235,Pablo,Wolf,EverGreen,39,4,149.76,67.56,455.11,477.74,839.56,51.11,36
17236,Lillian,Ward,K,31,4,119.04,125.26,490.75,368.79,606.03,75.75,21
17237,Richard,Garst,Elim,40,3,115.2,139.36,596.67,375.0,832.9,129.6,15
17238,Ronald,Wells,HomeAssist,20,2,38.4,96.87,190.69,95.39,820.17,33.42,36
17239,Jose,Mcghee,EverGreen,32,2,61.44,155.83,142.17,79.72,289.2,44.46,15
17240,Ruth,Leon,K,17,2,32.64,172.97,269.81,188.79,342.89,19.11,51
17241,John,Jackson,NU,18,2,34.56,95.75,431.51,50.3,889.83,81.52,18
17242,Kelly,Smith,NU,29,2,55.68,174.92,443.86,104.67,364.1,49.43,22
17243,William,Sturgeon,EverGreen,28,1,26.88,196.67,417.82,51.89,904.19,34.14,46
17244,Arie,Nelson,Elim,36,2,69.12,74.77,221.02,108.96,488.46,24.81,36
17245,Tara,Mullens,HomeAssist,26,4,99.84,144.49,267.28,173.18,434.08,37.74,27
17246,Phyllis,Bidwell,HomeAssist,40,2,76.8,142.24,346.46,126.5,532.61,88.29,13
17247,Priscilla,Conard,Elim,20,4,76.8,162.27,192.16,93.55,527.36,22.17,44
17248,Robert,Hazelton,NU,24,4,92.16,127.24,116.93,183.02,150.19,12.28,47
17249,Denise,Gosselin,Elim,39,4,149.76,103.38,200.76,422.48,960.88,46.88,36
17250,Keith,Davis,EverGreen,30,4,115.2,156.3,998.26,187.81,969.17,48.16,48
17251,David,Vergin,NU,18,3,51.84,84.53,252.55,131.86,875.27,70.75,19
17252,Kenneth,Robertson,EverGreen,40,2,76.8,31.45,312.22,74.61,635.95,52.71,20
17253,Curt,Eady,HomeAssist,40,4,153.6,54.81,488.35,203.76,497.4,33.63,37
17254,Constance,Brown,NU,40,4,153.6,41.05,107.39,142.28,722.98,72.41,14
17255,Roman,Baskin,HomeAssist,34,2,65.28,162.32,421.82,119.83,679.78,69.19,20
17256,Cheryl,Burkhard,K,14,4,53.76,115.11,326.82,124.49,894.68,44.28,33
17257,Dwayne,Sandford,OneStop,23,2,44.16,29.84,456.9,181.98,163.82,39.64,21
17258,Carrie,Armstead,K,37,3,106.56,195.49,669.74,315.03,657.6,39.95,46
17259,Julian,Lucier,Elim,19,1,18.24,99.48,186.83,125.22,797.44,40.3,30
17260,Danielle,Mooney,Elim,33,4,126.72,55.27,322.95,352.05,317.62,20.15,52
17261,Brian,White,EverGreen,20,1,19.2,40.7,76.18,63.71,270.62,21.49,21
17262,Robert,Stokes,K,12,3,34.56,63.52,131.41,75.52,206.95,12.56,38
17263,Marion,Shaw,K,22,2,42.24,78.85,410.27,181.85,905.17,54.35,29
17264,David,Stevenson,HomeAssist,34,2,65.28,188.25,91.57,126.91,487.83,74.55,12
17265,Mark,Bivins,OneStop,12,2,23.04,36.48,267.02,148.13,405.84,18.24,47
17266,Catherine,Guthmiller,OneStop,17,3,48.96,94.05,261.04,99.37,932.87,81.61,17
17267,Herman,Weeks,NU,30,1,28.8,151.51,408.5,140.54,378.56,30.83,35
17268,Joseph,White,HomeAssist,31,2,59.52,94.58,347.44,89.81,502.28,79.55,13
17269,Allen,Boyle,OneStop,21,2,40.32,43.74,187.66,127.29,645.39,29.53,34
17270,Beulah,Ison,K,32,1,30.72,22.9,345.3,198.99,647.83,86.79,14
17271,Vicki,Maxwell,OneStop,10,4,38.4,14.45,169.94,192.25,243.4,13.19,47
17272,Tony,Morrill,OneStop,19,2,36.48,87.51,460.08,95.69,515.5,22.28,52
17273,Pamela,Mccaskill,NU,32,4,122.88,165.68,348.94,101.99,774.79,66.26,21
17274,Reba,Akers,HomeAssist,12,3,34.56,168.72,309.86,134.91,237.18,20.25,42
17275,Bradley,Elmendorf,NU,25,1,24.0,42.55,441.61,154.87,121.91,18.56,41
17276,Nellie,Kutscher,OneStop,36,3,103.68,144.02,455.63,228.45,967.3,48.52,37
17277,Eric,Klein,OneStop,30,1,28.8,50.38,158.61,110.09,641.31,45.73,21
17278,Donald,Haile,NU,40,3,115.2,150.12,801.24,134.02,562.34,109.85,15
17279,Joseph,Blow,HomeAssist,32,4,122.88,148.46,134.07,410.41,665.05,64.67,21
17280,Tyree,Lawrence,OneStop,13,2,24.96,184.35,203.11,185.58,386.4,22.31,43
17281,Tracey,Horn,EverGreen,38,4,145.92,106.28,859.37,144.32,581.86,49.76,34
17282,Robert,Bradley,OneStop,26,2,49.92,120.05,140.65,155.17,430.87,16.28,52
17283,Jack,Runkle,EverGreen,17,1,16.32,81.25,388.28,192.82,854.12,68.93,22
17284,Lindsey,Warren,HomeAssist,17,3,48.96,11.01,81.43,65.86,853.37,84.31,12
17285,Carla,Lane,HomeAssist,22,2,42.24,62.72,379.01,50.38,100.85,14.82,40
17286,Rose,Smith,OneStop,19,3,54.72,170.1,364.43,59.56,951.54,128.8,12
17287,Andrew,Richmond,EverGreen,26,2,49.92,33.55,457.77,101.76,395.7,22.47,44
17288,Andrew,Calloway,OneStop,40,4,153.6,65.83,619.04,363.02,533.79,40.56,39
17289,Gerald,Renteria,NU,39,4,149.76,89.63,138.61,240.27,817.14,45.92,28
17290,Rose,Boyles,HomeAssist,27,4,103.68,166.96,424.9,426.83,873.02,126.11,15
17291,Anabel,Ritchie,OneStop,24,2,46.08,14.03,268.89,68.63,566.68,24.82,37
17292,Travis,Gerow,Elim,14,3,40.32,16.89,381.38,180.14,719.44,58.99,22
17293,Rebecca,Showers,HomeAssist,24,3,69.12,103.03,167.17,78.28,646.36,36.85,27
17294,Betty,Massey,HomeAssist,10,2,19.2,102.83,94.73,190.68,847.34,47.52,26
17295,Gary,Lesser,HomeAssist,30,1,28.8,116.25,203.28,184.21,953.33,41.63,35
17296,John,Rountree,Elim,27,3,77.76,88.68,152.3,70.46,626.21,19.14,49
17297,Chelsie,Burgos,OneStop,13,2,24.96,27.23,460.6,62.84,112.92,17.46,38
17298,Susan,Hogue,EverGreen,32,3,92.16,139.52,455.14,59.55,671.24,94.67,14
17299,Jessica,Hampton,Elim,31,2,59.52,59.92,97.42,83.51,650.91,25.48,35
17300,Carol,Albin,NU,39,2,74.88,37.02,154.77,102.57,537.63,24.47,34
17301,Donald,Blake,K,13,1,12.48,138.14,72.65,169.1,256.02,12.98,49
17302,William,Owings,Elim,39,1,37.44,149.11,272.58,166.96,848.79,39.93,36
17303,William,Abrams,EverGreen,40,3,115.2,27.45,941.8,110.35,140.11,81.31,15
17304,Francis,Graff,OneStop,29,3,83.52,124.21,68.45,174.11,858.8,68.09,18
17305,Dolores,Powell,NU,22,3,63.36,188.53,343.61,107.62,699.2,60.86,22
17306,Leonia,Chiariello,HomeAssist,23,2,44.16,57.89,109.44,102.98,382.24,16.73,39
17307,Lillian,Walker,HomeAssist,24,2,46.08,121.02,111.4,141.92,295.95,23.11,29
17308,Marie,Arnett,HomeAssist,36,1,34.56,169.75,251.29,92.47,171.38,31.13,22
17309,Leonard,Dambrosio,NU,33,2,63.36,37.59,408.7,172.87,293.86,27.67,33
17310,George,Jackson,Elim,21,4,80.64,18.08,293.0,104.63,515.77,32.12,29
17311,Linda,Garza,NU,17,4,65.28,105.74,213.9,67.54,182.78,14.25,40
17312,Jonathan,Austin,K,12,2,23.04,33.47,67.33,156.88,624.09,20.51,43
17313,Brian,Moore,HomeAssist,26,3,74.88,95.04,322.58,134.87,266.8,58.52,14
17314,Michael,Richey,OneStop,27,4,103.68,165.5,535.62,443.94,785.74,96.54,20
17315,Christopher,Wilson,NU,27,4,103.68,61.94,956.93,188.62,414.38,55.93,29
17316,Lakisha,Jones,EverGreen,22,1,21.12,181.97,415.29,148.98,894.64,39.07,42
17317,Jose,Powley,OneStop,35,2,67.2,23.08,389.42,174.57,650.27,58.92,21
17318,Brian,Quinones,HomeAssist,27,2,51.84,157.19,494.03,122.89,371.09,36.94,31
17319,Robert,Wilkins,Elim,27,2,51.84,45.54,300.09,72.29,941.79,34.86,39
17320,Robert,Mccleary,Elim,34,2,65.28,74.66,440.05,197.72,205.45,53.99,17
17321,John,Molloy,K,38,2,72.96,158.69,486.04,93.39,583.44,32.23,41
17322,Brian,Elliott,OneStop,40,1,38.4,79.77,148.19,161.42,229.36,24.75,25
17323,Ashley,Jackson,K,17,4,65.28,168.63,454.21,154.03,219.69,22.65,44
17324,Michael,Metcalf,HomeAssist,31,2,59.52,149.51,421.28,156.54,154.85,22.62,39
17325,Brian,Maddox,HomeAssist,31,2,59.52,102.31,427.27,139.78,527.52,66.49,18
17326,Deborah,Gardner,EverGreen,19,1,18.24,25.6,291.42,161.79,368.75,24.93,34
17327,James,Harrison,HomeAssist,27,2,51.84,72.23,155.73,115.26,496.08,27.07,31
17328,James,Eberhardt,K,29,1,27.84,85.13,168.17,133.19,160.1,14.02,39
17329,Yadira,Butler,OneStop,26,1,24.96,31.12,470.0,185.18,738.54,33.14,43
17330,Richard,Quiroz,NU,34,1,32.64,170.55,339.9,120.94,868.92,57.7,26
17331,Hilda,Hinkle,EverGreen,30,4,115.2,178.27,671.99,314.87,844.41,54.31,37
17332,Kathy,Baker,EverGreen,36,1,34.56,112.78,228.32,106.38,257.83,54.25,13
17333,Sandra,Martinez,OneStop,33,1,31.68,116.37,320.29,140.0,561.82,51.75,22
17334,Irene,Cabral,K,13,2,24.96,191.85,137.9,87.7,358.59,29.85,26
17335,David,Aceuedo,K,35,4,134.4,188.65,288.48,381.46,173.7,23.46,44
17336,Adam,Prior,Elim,13,1,12.48,175.33,489.19,95.6,104.92,61.79,14
17337,John,Rogers,K,12,1,11.52,47.14,319.13,79.3,846.32,51.68,25
17338,Jose,Perdue,OneStop,31,1,29.76,52.08,129.32,188.08,137.28,10.78,47
17339,Alberto,Deck,K,29,2,55.68,59.32,291.51,98.55,370.03,51.21,16
17340,Lloyd,Starrs,HomeAssist,10,4,38.4,95.34,300.2,158.55,940.63,49.82,30
17341,Daniel,Burge,K,17,3,48.96,46.6,423.62,193.18,907.68,68.31,23
17342,Wayne,Balderas,Elim,31,4,119.04,58.23,815.63,122.14,615.67,48.84,33
17343,Cory,Redmond,OneStop,28,4,107.52,67.58,320.25,467.13,110.23,29.25,33
17344,Amy,Brooks,K,40,4,153.6,117.6,865.15,389.73,324.05,65.25,26
17345,Brenda,Davis,EverGreen,10,1,9.6,81.97,161.75,165.84,259.12,25.72,26
17346,Melvin,Adams,OneStop,11,1,10.56,167.23,435.22,184.91,404.73,91.7,13
17347,Belinda,Nass,K,21,2,40.32,72.09,127.94,114.81,221.96,11.18,48
17348,Latricia,Kight,OneStop,21,2,40.32,80.83,336.08,64.43,218.99,17.51,40
17349,Betty,Smiley,HomeAssist,14,2,26.88,24.96,266.92,105.14,985.4,29.41,47
17350,Howard,Lugo,EverGreen,18,2,34.56,41.8,202.14,148.0,365.19,30.29,25
17351,Melodie,Pittman,HomeAssist,16,4,61.44,142.47,382.33,178.63,633.29,46.09,29
17352,Shemika,Uecker,NU,15,2,28.8,63.86,111.16,161.39,920.45,41.9,30
17353,Amanda,Reed,NU,25,1,24.0,87.94,387.32,174.46,564.69,33.73,36
17354,Kimberly,Leak,OneStop,23,2,44.16,38.18,411.74,151.28,290.22,46.92,19
17355,Bettyann,Wechsler,NU,30,1,28.8,70.28,440.21,138.94,271.04,30.68,30
17356,Eileen,Lee,NU,23,4,88.32,111.64,343.14,129.89,316.9,31.09,29
17357,Deborah,Thompson,OneStop,11,1,10.56,189.58,57.88,187.45,582.56,22.12,46
17358,Gary,Holman,Elim,14,2,26.88,83.95,299.15,139.78,103.94,15.67,40
17359,Brian,Harris,K,28,4,107.52,71.76,436.27,238.34,457.54,41.51,29
17360,James,Haywood,Elim,17,2,32.64,99.53,253.31,140.68,127.9,12.95,48
17361,Ashley,Schneider,Elim,23,1,22.08,51.97,265.99,188.1,930.11,36.82,39
17362,Pedro,Rodriguez,EverGreen,28,2,53.76,56.89,269.89,184.86,578.04,60.54,18
17363,Jay,Kessler,NU,31,2,59.52,184.78,455.86,163.58,110.67,39.78,23
17364,Steve,Punt,HomeAssist,30,1,28.8,126.22,242.71,110.49,456.08,44.55,21
17365,Robin,Benton,NU,31,2,59.52,84.98,398.49,99.59,247.16,22.44,37
17366,Luz,Deyo,HomeAssist,30,4,115.2,116.62,531.66,211.77,892.43,35.05,50
17367,Tracy,Graham,Elim,15,1,14.4,63.22,451.71,65.77,824.55,82.66,17
17368,Brynn,Lau,HomeAssist,15,1,14.4,157.58,90.76,114.66,785.45,34.8,33
17369,Mary,Bunting,NU,29,2,55.68,51.94,64.2,181.82,271.58,18.37,31
17370,Lucy,Brown,NU,31,2,59.52,133.8,324.05,145.99,974.28,92.83,17
17371,Rebecca,Bourgeois,OneStop,39,4,149.76,32.6,213.21,207.16,158.49,14.56,42
